type,entryIndex,entryTime,entryPrice,stopPrice,peak,activated,exitIndex,exitTime,exitPrice,grossPnlPct,netPnlPct,commissionPct,durationMinutes,reason
long,51380,1780676400000,61016.62,61685.44678571429,61476.29,false,51381,1780676460000,61685.44678571429,1.0961387007577368,0.9961387007577368,0.05,1,stop
long,51390,1780677000000,61007.51,61685.44678571429,61062,false,51391,1780677060000,61685.44678571429,1.1112349704393543,1.0112349704393542,0.05,1,stop
long,51397,1780677420000,60936,61685.44678571429,60988,false,51398,1780677480000,61685.44678571429,1.2298916661977946,1.1298916661977945,0.05,1,stop
long,51406,1780677960000,60916.19,61685.44678571429,60960,false,51407,1780678020000,61685.44678571429,1.2628117183860084,1.1628117183860083,0.05,1,stop
short,51445,1780680300000,60731.99,64274.19642857143,59800.52,true,51523,1780684980000,59950.02129999999,1.2875729907747218,1.1875729907747217,0.05,78,trailing
long,51600,1780689600000,60454,61621.7825,60454,false,51601,1780689660000,61621.7825,1.9316877295133508,1.8316877295133507,0.05,1,stop
long,51608,1780690080000,60659.03,61621.7825,60981.13,false,51609,1780690140000,61621.7825,1.5871544599377907,1.4871544599377906,0.05,1,stop
short,51794,1780701240000,61308,64272.45821428571,60280,true,52091,1780719060000,60430.7,1.4309714882234015,1.3309714882234014,0.05,297,trailing
long,52162,1780723320000,60723.1,61686.638928571425,61004,false,52163,1780723380000,61686.638928571425,1.5867749317334363,1.4867749317334362,0.05,1,stop
short,52422,1780738920000,61094.48,64154.77785714286,60239,true,52470,1780741800000,60389.597499999996,1.1537580809264714,1.0537580809264713,0.05,48,trailing
long,52547,1780746420000,60967.44,61841.71535714286,60967.44,false,52548,1780746480000,61841.71535714286,1.4340037192686041,1.334003719268604,0.05,1,stop
long,52551,1780746660000,60920.83,61841.71535714286,60924.73,false,52552,1780746720000,61841.71535714286,1.5116099979971633,1.4116099979971632,0.05,1,stop
long,52561,1780747260000,60893.64,61846.74214285714,60964,false,52562,1780747320000,61846.74214285714,1.5651916076246064,1.4651916076246063,0.05,1,stop
short,52587,1780748820000,60790.09,61339.49785714286,60393.96,false,53348,1780794480000,61339.49785714286,-0.9037786539596533,-1.0037786539596534,0.05,761,stop
short,53643,1780812180000,61662.74,61216.129642857144,61619.4,false,53644,1780812240000,61216.129642857144,0.7242791305460217,0.6242791305460217,0.05,1,stop
short,53654,1780812840000,61678.01,61216.129642857144,61678.01,false,53655,1780812900000,61216.129642857144,0.7488574244578545,0.6488574244578545,0.05,1,stop
short,53881,1780826460000,62416.52,61246.591785714285,62388.76,false,53882,1780826520000,61246.591785714285,1.8743887263912054,1.7743887263912053,0.05,1,stop
short,53896,1780827360000,62444.77,61246.591785714285,62410.25,false,53897,1780827420000,61246.591785714285,1.918780731013521,1.818780731013521,0.05,1,stop
short,53898,1780827480000,62429.08,61246.591785714285,62389.68,false,53899,1780827540000,61246.591785714285,1.8941304505620087,1.7941304505620086,0.05,1,stop
long,53949,1780830540000,62520,60162.013928571425,63737.99,true,54614,1780870440000,63578.645025,1.6932901871401118,1.5932901871401117,0.05,665,trailing
short,54794,1780881240000,63066.01,61360.30678571428,62958,false,54795,1780881300000,61360.30678571428,2.704631566648533,2.604631566648533,0.05,1,stop
long,54836,1780883760000,63243.29,60049.65321428572,64100,true,55624,1780931040000,63939.75,1.1012393567760297,1.0012393567760296,0.05,788,trailing
short,55677,1780934220000,63772.41,61300.466785714285,63746,false,55678,1780934280000,61300.466785714285,3.8761953865091794,3.7761953865091793,0.05,1,stop
short,55683,1780934580000,63802.01,61284.96214285714,63802.01,false,55684,1780934640000,61284.96214285714,3.9450917880845147,3.8450917880845146,0.05,1,stop
short,55688,1780934880000,63811.99,61284.96214285714,63796.43,false,55689,1780934940000,61284.96214285714,3.960114481844019,3.8601144818440187,0.05,1,stop
short,55690,1780935000000,63802.19,61284.96214285714,63802.18,false,55691,1780935060000,61284.96214285714,3.9453627800908735,3.8453627800908734,0.05,1,stop
short,55694,1780935240000,63800.01,61284.96214285714,63800,false,55695,1780935300000,61284.96214285714,3.942080662907202,3.8420806629072017,0.05,1,stop
long,55907,1780948020000,63522.01,61309.32928571429,63850,false,57046,1781016360000,61309.32928571429,-3.4833291866641405,-3.5833291866641406,0.05,1139,stop
long,57182,1781024520000,61512.63,62403.03035714286,61620.79,false,57183,1781024580000,62403.03035714286,1.4475081900137616,1.3475081900137615,0.05,1,stop
long,57189,1781024940000,61519.92,62403.03035714286,61520,false,57190,1781025000000,62403.03035714286,1.4354868425428076,1.3354868425428075,0.05,1,stop
long,57191,1781025060000,61556,62403.03035714286,61560,false,57192,1781025120000,62403.03035714286,1.376032161191207,1.2760321611912069,0.05,1,stop
short,57440,1781040000000,61905.37,63847.3175,61080,true,57926,1781069160000,61232.7,1.0866100953762259,0.9866100953762259,0.05,486,trailing
long,57954,1781070840000,61372.96,62756.69392857143,61384.33,false,57955,1781070900000,62756.69392857143,2.2546312391832384,2.1546312391832383,0.05,1,stop
long,57964,1781071440000,61399.99,62198.828571428574,61400,false,57965,1781071500000,62198.828571428574,1.3010402305091189,1.2010402305091188,0.05,1,stop
long,57967,1781071620000,61395.98,62198.828571428574,61427.5,false,57968,1781071680000,62198.828571428574,1.3076565785391336,1.2076565785391336,0.05,1,stop
long,57982,1781072520000,61392.97,62198.828571428574,61394,false,57983,1781072580000,62198.828571428574,1.312623532349995,1.212623532349995,0.05,1,stop
long,57986,1781072760000,61406.3,62198.828571428574,61408,false,57987,1781072820000,62198.828571428574,1.2906307193701152,1.190630719370115,0.05,1,stop
short,58114,1781080440000,61416,63788.98107142857,60755,false,60210,1781206200000,63788.98107142857,-3.863783169578889,-3.963783169578889,0.05,2096,stop
short,60268,1781209680000,63369.52,62206.470357142854,63353.12,false,60269,1781209740000,62206.470357142854,1.835345514463645,1.735345514463645,0.05,1,stop
long,60313,1781212380000,63586.24,60851.64535714286,64668,true,63221,1781386860000,64506.33,1.4469954505880578,1.3469954505880577,0.05,2908,trailing
short,63348,1781394480000,64395.7,63849.584642857146,64392.81,false,63349,1781394540000,63849.584642857146,0.8480618382016988,0.7480618382016988,0.05,1,stop
short,63350,1781394600000,64399,63849.584642857146,64394.16,false,63351,1781394660000,63849.584642857146,0.8531426841144338,0.7531426841144339,0.05,1,stop
short,63361,1781395260000,64406.86,63852.78071428571,64406.86,false,63362,1781395320000,63852.78071428571,0.8602799231545953,0.7602799231545954,0.05,1,stop
short,63363,1781395380000,64403.46,63852.78071428571,64388.6,false,63364,1781395440000,63852.78071428571,0.8550461197492905,0.7550461197492905,0.05,1,stop
short,63369,1781395740000,64405,63852.78071428571,64404.99,false,63370,1781395800000,63852.78071428571,0.8574167932835762,0.7574167932835763,0.05,1,stop
short,63378,1781396280000,64390.01,63852.78071428571,64390,false,63379,1781396340000,63852.78071428571,0.8343363911797642,0.7343363911797642,0.05,1,stop
short,63508,1781404080000,64520.42,64069.39392857142,64520.42,false,63509,1781404140000,64069.39392857142,0.6990439173033529,0.5990439173033529,0.05,1,stop
